current_action,actual_next_action,top1_hit,top3_hit,train_probability
Connexion SSO,Envoi d'un message,0,0,0.012983706720977596
Contactez nous : via message (Mes cotisations),Partager un justificatif du PACS,0,0,0.0
Connexion en tant que,Télécharger le certificat d'adhésion,0,0,0.009086778736937756
Exporter remboursement,Partager un justificatif du PACS,0,0,0.012939521800281293
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Changer l'organisme de rattachement sécu. Social,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0
Changement de Mot de passe,demander un renvoi par mail d'échéancier,0,0,0.0
envoi d'une demande de résiliation,Renvoi carte TP papier,0,0,0.002824858757062147
Changer ses informations personnel,Signature électronique d'un mandat sepa,0,0,0.014166666666666666
Exporter remboursement,Téléchargement carte TP,0,0,0.008157524613220815
Envoi d'un document,envoi d'une demande de résiliation,0,0,0.004397215097105167
Téléchargement de la carte de tiers payant,Changer ses informations personnel,0,0,0.015483182060864922
Ouverture d'un document contractuel,demander un renvoi par mail d'échéancier,0,0,0.0034587116299178555
Changer ses informations personnel,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.009444444444444445
Changement de Mot de passe,Changer les coordonnées bancaire,0,0,0.016885553470919325
Envoi carte TP par mail,Partager un justificatif du PACS,0,0,0.0035211267605633804
Connexion SSO,Contactez nous : via message (Mes cotisations),0,0,0.004582484725050916
Contactez nous : via message (Mes remboursements),Contactez nous : via message (Ma carte tiers-payant),0,0,0.013745704467353952
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.01577437858508604
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Envoi d'un document,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.007695126419934042
Changer les coordonnées bancaire,Télécharger un décompte,0,0,0.005333333333333333
Changer ses informations personnel,Renvoi carte TP papier,0,0,0.005555555555555556
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Changer les coordonnées bancaire,Envoi carte TP par mail,0,0,0.005866666666666667
Connexion SSO,Ajout de la carte tiers payant dans le wallet,0,0,0.003564154786150713
Validation MFA,Contactez nous : via message (Mes remboursements),0,0,0.009126169290440338
Contactez nous : via message (Mes remboursements),envoi d'une demande de résiliation,0,0,0.01718213058419244
envoi d'une demande de résiliation,Télécharger le certificat d'adhésion,0,0,0.009887005649717515
Ouverture d'un document contractuel,Changement de Mot de passe,0,0,0.01599654128837008
Téléchargement carte TP,Changer l'organisme de rattachement sécu. Social,0,0,0.0037735849056603774
Signature électronique d'un mandat sepa,Ouverture d'un document contractuel,0,0,0.015331747290510176
Connexion,Ajout de la carte tiers payant dans le wallet,0,0,0.003934191702432046
Télécharger le certificat d'adhésion,Changement de Mot de passe,0,0,0.015126050420168067
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Changer les coordonnées bancaire,Télécharger le certificat d'adhésion,0,0,0.0010666666666666667
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Connexion en tant que,SSO Disconnect,0,0,0.016810540663334848
Envoi d'un document,Changer les coordonnées bancaire,0,0,0.0131916452913155
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Ouverture d'un document contractuel,envoi d'une demande de résiliation,0,0,0.0030263726761781237
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.017566191446028515
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.016252390057361378
Changer ses informations personnel,Téléchargement de la carte de tiers payant,0,0,0.008055555555555555
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Connexion en tant que,Envoi carte TP par mail,0,0,0.017719218537028625
Envoi carte TP par mail,Partager un justificatif du PACS,0,0,0.0035211267605633804
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.008702908917501192
Télécharger un décompte,Renvoi carte TP papier,0,0,0.011595547309833023
Téléchargement de la carte de tiers payant,Ouverture d'un document contractuel,0,0,0.013347570742124934
Ouverture d'un document contractuel,Renvoi carte TP papier,0,0,0.01340250756593169
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Envoi d'un document,Envoi carte TP par mail,0,0,0.009160864785635764
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Changer ses informations personnel,Changer les coordonnées bancaire,0,0,0.015
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'une réclamation,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.015730337078651686
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
envoi d'une demande de résiliation,demander un renvoi par mail d'échéancier,0,0,0.018361581920903956
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Changer l'organisme de rattachement sécu. Social,Changer ses informations personnel,0,0,0.0057361376673040155
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Envoi d'une réclamation,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.015730337078651686
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Validation MFA,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.008669860825918321
Changer ses informations personnel,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.005833333333333334
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Ouverture d'un document contractuel,0,0,0.015817223198594025
Connexion en tant que,Envoi carte TP par mail,0,0,0.017719218537028625
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Connexion SSO,Envoi d'un message,0,0,0.012983706720977596
Téléchargement carte TP,Partager un justificatif du PACS,0,0,0.007547169811320755
Télécharger un décompte,demander un renvoi par mail d'échéancier,0,0,0.007884972170686457
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Signature électronique d'un mandat sepa,Changer ses informations personnel,0,0,0.015331747290510176
Validation MFA,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.008669860825918321
Connexion,Ajout de la carte tiers payant dans le wallet,0,0,0.003934191702432046
Téléchargement de la carte de tiers payant,Ouverture d'un document contractuel,0,0,0.013347570742124934
Télécharger un décompte,Envoi carte TP par mail,0,0,0.014842300556586271
Téléchargement de la carte de tiers payant,Ouverture d'un document contractuel,0,0,0.013347570742124934
Téléchargement de la carte de tiers payant,Ouverture d'un document contractuel,0,0,0.013347570742124934
Changer ses informations personnel,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.009444444444444445
Validation MFA,Contactez nous : via message (Mes garanties),0,0,0.012092174309833448
Contactez nous : via message (Mes garanties),Ouverture d'un document contractuel,0,0,0.007905138339920948
Téléchargement de la carte de tiers payant,Changer ses informations personnel,0,0,0.015483182060864922
Connexion en tant que,envoi d'une demande de résiliation,0,0,0.004543389368468878
envoi d'une demande de résiliation,Changement de Mot de passe,0,0,0.00423728813559322
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Changer ses informations personnel,Partager un justificatif du PACS,0,0,0.015
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Changer les coordonnées bancaire,envoi d'une demande de résiliation,0,0,0.0016
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Changer l'organisme de rattachement sécu. Social,Ouverture d'un document contractuel,0,0,0.0124282982791587
Télécharger le certificat d'adhésion,demander un renvoi par mail d'échéancier,0,0,0.011764705882352941
Ouverture d'un document contractuel,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.00864677907479464
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Envoi d'un document,0,0,0.019427402862985686
Signature électronique d'un mandat sepa,Partager un justificatif du PACS,0,0,0.010837959291567539
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Renvoi carte TP papier,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.004612546125461255
Connexion en tant que,Exporter remboursement,0,0,0.019082235347569285
Exporter remboursement,Ajout de la carte tiers payant dans le wallet,0,0,0.00028129395218002813
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Envoi d'un document,Changement de Mot de passe,0,0,0.011359472334188348
Connexion en tant que,Envoi carte TP par mail,0,0,0.017719218537028625
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.008702908917501192
Changer les coordonnées bancaire,Ouverture d'un document contractuel,0,0,0.014933333333333333
Connexion SSO,Contactez nous : via message (Mes remboursements),0,0,0.009164969450101833
envoi d'une demande de résiliation,Changer l'organisme de rattachement sécu. Social,0,0,0.002824858757062147
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Validation MFA,Contactez nous : via message (Mes prises en charge/devis),0,0,0.004334930412959161
Télécharger le certificat d'adhésion,Envoi d'une réclamation,0,0,0.014285714285714285
Envoi d'un document,Télécharger le certificat d'adhésion,0,0,0.015390252839868083
Partager un justificatif du PACS,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.008157715839564922
Connexion,Envoi d'un message,0,0,0.00798760133524082
Envoi d'un message,Changer ses informations personnel,0,0,0.0
Changer ses informations personnel,envoi d'une demande de résiliation,0,0,0.0005555555555555556
envoi d'une demande de résiliation,Changer l'organisme de rattachement sécu. Social,0,0,0.002824858757062147
Signature électronique d'un mandat sepa,Ouverture d'un document contractuel,0,0,0.015331747290510176
Télécharger le certificat d'adhésion,Partager un justificatif du PACS,0,0,0.008403361344537815
Validation MFA,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.008669860825918321
Envoi d'un document,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.006962257237083181
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Connexion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.004649499284692418
Partager un justificatif du PACS,Envoi d'un message,0,0,0.011556764106050306
Envoi d'une réclamation,Ouverture d'un document contractuel,0,0,0.017977528089887642
Ouverture d'un document contractuel,Téléchargement carte TP,0,0,0.007349762213575443
Connexion en tant que,Télécharger le certificat d'adhésion,0,0,0.009086778736937756
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Partager un justificatif du PACS,0,0,0.008787346221441126
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Connexion,Déconnexion,0,0,0.007272293752980448
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Validation MFA,Contactez nous : via message (Mes cotisations),0,0,0.005019393109742185
Contactez nous : via message (Mes cotisations),Contactez nous : via message (Ma carte tiers-payant),0,0,0.013333333333333334
Partager un justificatif du PACS,Envoi d'un message,0,0,0.011556764106050306
Envoi d'un document,Ajout de la carte tiers payant dans le wallet,0,0,0.00622938805423232
Envoi d'un document,Ajout de la carte tiers payant dans le wallet,0,0,0.00622938805423232
Télécharger le certificat d'adhésion,Envoi carte TP par mail,0,0,0.01680672268907563
